user_id,image_id,file_name,width,height,category,style,rating,season,occasion
user_27,009327,009327.jpg,468,830,long sleeve top,long sleeve top,5,summer,casual
user_28,009328,009328.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_28,009328,009328.jpg,468,624,shorts,shorts,5,summer,casual
user_29,009329,009329.jpg,468,468,skirt,skirt,5,summer,casual
user_29,009329,009329.jpg,468,468,vest,vest,5,summer,casual
user_30,009330,009330.jpg,468,351,skirt,skirt,5,summer,casual
user_31,009331,009331.jpg,468,624,long sleeve top,long sleeve top,5,summer,casual
user_32,009332,009332.jpg,468,617,short sleeve dress,short sleeve dress,5,summer,casual
user_33,009333,009333.jpg,468,624,short sleeve dress,short sleeve dress,5,summer,casual
user_34,009334,009334.jpg,468,533,short sleeve dress,short sleeve dress,5,summer,casual
user_35,009335,009335.jpg,468,625,short sleeve dress,short sleeve dress,5,summer,casual
user_36,009336,009336.jpg,468,566,short sleeve dress,short sleeve dress,5,summer,casual
user_37,009337,009337.jpg,468,624,long sleeve outwear,long sleeve outwear,5,summer,casual
user_38,009338,009338.jpg,468,624,long sleeve outwear,long sleeve outwear,5,summer,casual
user_39,009339,009339.jpg,468,468,long sleeve outwear,long sleeve outwear,5,summer,casual
user_40,009340,009340.jpg,468,624,long sleeve outwear,long sleeve outwear,5,summer,casual
user_41,009341,009341.jpg,468,624,long sleeve outwear,long sleeve outwear,5,summer,casual
user_42,009342,009342.jpg,468,624,long sleeve outwear,long sleeve outwear,5,summer,casual
user_43,009343,009343.jpg,468,374,long sleeve outwear,long sleeve outwear,5,summer,casual
user_44,009344,009344.jpg,468,624,skirt,skirt,5,summer,casual
user_44,009344,009344.jpg,468,624,long sleeve top,long sleeve top,5,summer,casual
user_45,009345,009345.jpg,468,625,skirt,skirt,5,summer,casual
user_45,009345,009345.jpg,468,625,long sleeve top,long sleeve top,5,summer,casual
user_46,009346,009346.jpg,468,808,skirt,skirt,5,summer,casual
user_46,009346,009346.jpg,468,808,long sleeve top,long sleeve top,5,summer,casual
user_47,009347,009347.jpg,468,468,skirt,skirt,5,summer,casual
user_47,009347,009347.jpg,468,468,long sleeve top,long sleeve top,5,summer,casual
user_48,009348,009348.jpg,450,665,skirt,skirt,5,summer,casual
user_48,009348,009348.jpg,450,665,long sleeve top,long sleeve top,5,summer,casual
user_49,009349,009349.jpg,468,624,long sleeve top,long sleeve top,5,summer,casual
user_49,009349,009349.jpg,468,624,skirt,skirt,5,summer,casual
user_50,009350,009350.jpg,468,624,shorts,shorts,5,summer,casual
user_51,009351,009351.jpg,284,400,trousers,trousers,5,summer,casual
user_51,009351,009351.jpg,284,400,short sleeve top,short sleeve top,5,summer,casual
user_51,009351,009351.jpg,284,400,short sleeve dress,short sleeve dress,5,summer,casual
user_52,009352,009352.jpg,300,400,short sleeve dress,short sleeve dress,5,summer,casual
user_53,009353,009353.jpg,468,624,trousers,trousers,5,summer,casual
user_54,009354,009354.jpg,291,516,trousers,trousers,5,summer,casual
user_55,009355,009355.jpg,468,624,trousers,trousers,5,summer,casual
user_55,009355,009355.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_56,009356,009356.jpg,468,624,trousers,trousers,5,summer,casual
user_56,009356,009356.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_57,009357,009357.jpg,468,624,trousers,trousers,5,summer,casual
user_58,009358,009358.jpg,468,624,trousers,trousers,5,summer,casual
user_58,009358,009358.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_59,009359,009359.jpg,468,625,long sleeve top,long sleeve top,5,summer,casual
user_60,009360,009360.jpg,468,624,long sleeve top,long sleeve top,5,summer,casual
user_61,009361,009361.jpg,468,625,long sleeve top,long sleeve top,5,summer,casual
user_62,009362,009362.jpg,468,624,long sleeve top,long sleeve top,5,summer,casual
user_62,009362,009362.jpg,468,624,shorts,shorts,5,summer,casual
user_63,009363,009363.jpg,468,625,long sleeve top,long sleeve top,5,summer,casual
user_64,009364,009364.jpg,468,624,long sleeve top,long sleeve top,5,summer,casual
user_65,009365,009365.jpg,468,625,long sleeve top,long sleeve top,5,summer,casual
user_66,009366,009366.jpg,468,832,short sleeve top,short sleeve top,5,summer,casual
user_66,009366,009366.jpg,468,832,trousers,trousers,5,summer,casual
user_67,009367,009367.jpg,468,626,trousers,trousers,5,summer,casual
user_67,009367,009367.jpg,468,626,short sleeve top,short sleeve top,5,summer,casual
user_68,009368,009368.jpg,349,468,trousers,trousers,5,summer,casual
user_69,009369,009369.jpg,349,468,trousers,trousers,5,summer,casual
user_70,009370,009370.jpg,468,624,trousers,trousers,5,summer,casual
user_71,009371,009371.jpg,468,624,trousers,trousers,5,summer,casual
user_72,009372,009372.jpg,349,468,trousers,trousers,5,summer,casual
user_73,009373,009373.jpg,468,624,trousers,trousers,5,summer,casual
user_73,009373,009373.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_74,009374,009374.jpg,468,624,vest dress,vest dress,5,summer,casual
user_75,009375,009375.jpg,468,625,short sleeve dress,short sleeve dress,5,summer,casual
user_76,009376,009376.jpg,468,625,vest dress,vest dress,5,summer,casual
user_77,009377,009377.jpg,468,625,vest dress,vest dress,5,summer,casual
user_78,009378,009378.jpg,426,827,vest dress,vest dress,5,summer,casual
user_79,009379,009379.jpg,468,625,vest dress,vest dress,5,summer,casual
user_80,009380,009380.jpg,468,833,vest dress,vest dress,5,summer,casual
user_81,009381,009381.jpg,468,625,vest dress,vest dress,5,summer,casual
user_82,009382,009382.jpg,468,624,long sleeve dress,long sleeve dress,5,summer,casual
user_83,009383,009383.jpg,468,833,long sleeve dress,long sleeve dress,5,summer,casual
user_84,009384,009384.jpg,468,780,long sleeve dress,long sleeve dress,5,summer,casual
user_85,009385,009385.jpg,468,624,long sleeve dress,long sleeve dress,5,summer,casual
user_86,009386,009386.jpg,468,591,short sleeve top,short sleeve top,5,summer,casual
user_87,009387,009387.jpg,468,632,short sleeve top,short sleeve top,5,summer,casual
user_88,009388,009388.jpg,468,632,short sleeve top,short sleeve top,5,summer,casual
user_89,009389,009389.jpg,468,625,short sleeve top,short sleeve top,5,summer,casual
user_90,009390,009390.jpg,468,684,short sleeve top,short sleeve top,5,summer,casual
user_91,009391,009391.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_92,009392,009392.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_92,009392,009392.jpg,468,624,sling dress,sling dress,5,summer,casual
user_93,009393,009393.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_93,009393,009393.jpg,468,624,sling dress,sling dress,5,summer,casual
user_94,009394,009394.jpg,225,400,short sleeve dress,short sleeve dress,5,summer,casual
user_95,009395,009395.jpg,468,624,shorts,shorts,5,summer,casual
user_95,009395,009395.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_96,009396,009396.jpg,468,624,trousers,trousers,5,summer,casual
user_96,009396,009396.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_97,009397,009397.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_98,009398,009398.jpg,225,400,short sleeve top,short sleeve top,5,summer,casual
user_99,009399,009399.jpg,300,400,short sleeve top,short sleeve top,5,summer,casual
user_0,009400,009400.jpg,300,400,trousers,trousers,5,summer,casual
user_0,009400,009400.jpg,300,400,short sleeve top,short sleeve top,5,summer,casual
user_1,009401,009401.jpg,347,468,short sleeve top,short sleeve top,5,summer,casual
user_2,009402,009402.jpg,301,400,short sleeve top,short sleeve top,5,summer,casual
user_3,009403,009403.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_4,009404,009404.jpg,468,832,short sleeve top,short sleeve top,5,summer,casual
user_5,009405,009405.jpg,351,468,short sleeve top,short sleeve top,5,summer,casual
user_6,009406,009406.jpg,468,624,trousers,trousers,5,summer,casual
user_6,009406,009406.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_7,009407,009407.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_8,009408,009408.jpg,351,468,short sleeve top,short sleeve top,5,summer,casual
user_9,009409,009409.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_10,009410,009410.jpg,468,624,trousers,trousers,5,summer,casual
user_10,009410,009410.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_11,009411,009411.jpg,468,624,shorts,shorts,5,summer,casual
user_11,009411,009411.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_12,009412,009412.jpg,468,624,trousers,trousers,5,summer,casual
user_12,009412,009412.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_13,009413,009413.jpg,468,625,short sleeve top,short sleeve top,5,summer,casual
user_14,009414,009414.jpg,351,468,short sleeve top,short sleeve top,5,summer,casual
user_15,009415,009415.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_16,009416,009416.jpg,468,468,trousers,trousers,5,summer,casual
user_16,009416,009416.jpg,468,468,short sleeve top,short sleeve top,5,summer,casual
user_17,009417,009417.jpg,468,624,trousers,trousers,5,summer,casual
user_17,009417,009417.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_18,009418,009418.jpg,468,624,trousers,trousers,5,summer,casual
user_18,009418,009418.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_19,009419,009419.jpg,468,624,short sleeve dress,short sleeve dress,5,summer,casual
user_20,009420,009420.jpg,468,625,short sleeve dress,short sleeve dress,5,summer,casual
user_21,009421,009421.jpg,468,624,short sleeve dress,short sleeve dress,5,summer,casual
user_22,009422,009422.jpg,266,399,short sleeve dress,short sleeve dress,5,summer,casual
user_23,009423,009423.jpg,468,625,short sleeve dress,short sleeve dress,5,summer,casual
user_24,009424,009424.jpg,468,624,vest,vest,5,summer,casual
user_25,009425,009425.jpg,468,622,sling dress,sling dress,5,summer,casual
user_25,009425,009425.jpg,468,622,short sleeve top,short sleeve top,5,summer,casual
user_26,009426,009426.jpg,468,622,short sleeve top,short sleeve top,5,summer,casual
user_26,009426,009426.jpg,468,622,sling dress,sling dress,5,summer,casual
user_27,009427,009427.jpg,468,622,short sleeve top,short sleeve top,5,summer,casual
user_27,009427,009427.jpg,468,622,sling dress,sling dress,5,summer,casual
user_28,009428,009428.jpg,468,831,long sleeve top,long sleeve top,5,summer,casual
user_29,009429,009429.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_30,009430,009430.jpg,300,400,vest dress,vest dress,5,summer,casual
user_31,009431,009431.jpg,299,400,vest dress,vest dress,5,summer,casual
user_32,009432,009432.jpg,468,624,skirt,skirt,5,summer,casual
user_33,009433,009433.jpg,468,352,skirt,skirt,5,summer,casual
user_34,009434,009434.jpg,468,624,skirt,skirt,5,summer,casual
user_35,009435,009435.jpg,468,468,skirt,skirt,5,summer,casual
user_36,009436,009436.jpg,468,631,skirt,skirt,5,summer,casual
user_37,009437,009437.jpg,468,624,skirt,skirt,5,summer,casual
user_37,009437,009437.jpg,468,624,long sleeve top,long sleeve top,5,summer,casual
user_38,009438,009438.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_38,009438,009438.jpg,468,624,skirt,skirt,5,summer,casual
user_39,009439,009439.jpg,468,631,skirt,skirt,5,summer,casual
user_40,009440,009440.jpg,468,624,skirt,skirt,5,summer,casual
user_40,009440,009440.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_41,009441,009441.jpg,468,624,short sleeve dress,short sleeve dress,5,summer,casual
user_42,009442,009442.jpg,468,625,short sleeve dress,short sleeve dress,5,summer,casual
user_43,009443,009443.jpg,468,694,short sleeve dress,short sleeve dress,5,summer,casual
user_44,009444,009444.jpg,468,624,short sleeve dress,short sleeve dress,5,summer,casual
user_45,009445,009445.jpg,624,468,sling,sling,5,summer,casual
user_46,009446,009446.jpg,624,468,sling,sling,5,summer,casual
user_47,009447,009447.jpg,468,626,short sleeve top,short sleeve top,5,summer,casual
user_48,009448,009448.jpg,351,468,shorts,shorts,5,summer,casual
user_48,009448,009448.jpg,351,468,short sleeve top,short sleeve top,5,summer,casual
user_49,009449,009449.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_50,009450,009450.jpg,468,622,short sleeve top,short sleeve top,5,summer,casual
user_50,009450,009450.jpg,468,622,trousers,trousers,5,summer,casual
user_51,009451,009451.jpg,468,622,short sleeve top,short sleeve top,5,summer,casual
user_51,009451,009451.jpg,468,622,trousers,trousers,5,summer,casual
user_52,009452,009452.jpg,468,624,skirt,skirt,5,summer,casual
user_52,009452,009452.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_53,009453,009453.jpg,468,624,short sleeve dress,short sleeve dress,5,summer,casual
user_54,009454,009454.jpg,468,831,vest,vest,5,summer,casual
user_55,009455,009455.jpg,468,624,shorts,shorts,5,summer,casual
user_55,009455,009455.jpg,468,624,vest,vest,5,summer,casual
user_56,009456,009456.jpg,468,624,long sleeve top,long sleeve top,5,summer,casual
user_57,009457,009457.jpg,468,832,skirt,skirt,5,summer,casual
user_57,009457,009457.jpg,468,832,short sleeve top,short sleeve top,5,summer,casual
user_58,009458,009458.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_59,009459,009459.jpg,468,832,skirt,skirt,5,summer,casual
user_59,009459,009459.jpg,468,832,short sleeve top,short sleeve top,5,summer,casual
user_60,009460,009460.jpg,468,832,skirt,skirt,5,summer,casual
user_60,009460,009460.jpg,468,832,short sleeve top,short sleeve top,5,summer,casual
user_61,009461,009461.jpg,468,624,skirt,skirt,5,summer,casual
user_61,009461,009461.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_62,009462,009462.jpg,468,832,skirt,skirt,5,summer,casual
user_62,009462,009462.jpg,468,832,short sleeve top,short sleeve top,5,summer,casual
user_63,009463,009463.jpg,468,832,skirt,skirt,5,summer,casual
user_63,009463,009463.jpg,468,832,short sleeve top,short sleeve top,5,summer,casual
user_64,009464,009464.jpg,468,832,skirt,skirt,5,summer,casual
user_64,009464,009464.jpg,468,832,short sleeve top,short sleeve top,5,summer,casual
user_65,009465,009465.jpg,468,832,skirt,skirt,5,summer,casual
user_65,009465,009465.jpg,468,832,short sleeve top,short sleeve top,5,summer,casual
user_66,009466,009466.jpg,468,832,skirt,skirt,5,summer,casual
user_66,009466,009466.jpg,468,832,short sleeve top,short sleeve top,5,summer,casual
user_67,009467,009467.jpg,468,624,skirt,skirt,5,summer,casual
user_67,009467,009467.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_68,009468,009468.jpg,468,832,skirt,skirt,5,summer,casual
user_68,009468,009468.jpg,468,832,short sleeve top,short sleeve top,5,summer,casual
user_69,009469,009469.jpg,468,625,shorts,shorts,5,summer,casual
user_69,009469,009469.jpg,468,625,vest,vest,5,summer,casual
user_70,009470,009470.jpg,468,624,vest,vest,5,summer,casual
user_71,009471,009471.jpg,468,633,shorts,shorts,5,summer,casual
user_71,009471,009471.jpg,468,633,vest,vest,5,summer,casual
user_72,009472,009472.jpg,468,624,shorts,shorts,5,summer,casual
user_72,009472,009472.jpg,468,624,vest,vest,5,summer,casual
user_73,009473,009473.jpg,468,625,shorts,shorts,5,summer,casual
user_73,009473,009473.jpg,468,625,vest,vest,5,summer,casual
user_74,009474,009474.jpg,468,831,vest,vest,5,summer,casual
user_75,009475,009475.jpg,468,625,long sleeve top,long sleeve top,5,summer,casual
user_76,009476,009476.jpg,468,625,long sleeve top,long sleeve top,5,summer,casual
user_77,009477,009477.jpg,468,624,short sleeve dress,short sleeve dress,5,summer,casual
user_78,009478,009478.jpg,468,624,short sleeve dress,short sleeve dress,5,summer,casual
user_79,009479,009479.jpg,468,632,short sleeve dress,short sleeve dress,5,summer,casual
user_80,009480,009480.jpg,468,624,short sleeve dress,short sleeve dress,5,summer,casual
user_81,009481,009481.jpg,468,1129,short sleeve dress,short sleeve dress,5,summer,casual
user_82,009482,009482.jpg,468,624,short sleeve dress,short sleeve dress,5,summer,casual
user_83,009483,009483.jpg,468,830,short sleeve dress,short sleeve dress,5,summer,casual
user_84,009484,009484.jpg,468,702,short sleeve dress,short sleeve dress,5,summer,casual
user_85,009485,009485.jpg,468,624,short sleeve dress,short sleeve dress,5,summer,casual
user_86,009486,009486.jpg,468,622,short sleeve dress,short sleeve dress,5,summer,casual
user_87,009487,009487.jpg,468,624,trousers,trousers,5,summer,casual
user_87,009487,009487.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_88,009488,009488.jpg,468,624,trousers,trousers,5,summer,casual
user_89,009489,009489.jpg,468,832,trousers,trousers,5,summer,casual
user_89,009489,009489.jpg,468,832,long sleeve outwear,long sleeve outwear,5,summer,casual
user_90,009490,009490.jpg,468,832,trousers,trousers,5,summer,casual
user_90,009490,009490.jpg,468,832,long sleeve outwear,long sleeve outwear,5,summer,casual
user_91,009491,009491.jpg,468,468,long sleeve outwear,long sleeve outwear,5,summer,casual
user_92,009492,009492.jpg,468,831,trousers,trousers,5,summer,casual
user_92,009492,009492.jpg,468,831,long sleeve outwear,long sleeve outwear,5,summer,casual
user_93,009493,009493.jpg,468,627,short sleeve top,short sleeve top,5,summer,casual
user_93,009493,009493.jpg,468,627,vest dress,vest dress,5,summer,casual
user_94,009494,009494.jpg,468,622,short sleeve top,short sleeve top,5,summer,casual
user_94,009494,009494.jpg,468,622,vest dress,vest dress,5,summer,casual
user_95,009495,009495.jpg,468,625,vest dress,vest dress,5,summer,casual
user_95,009495,009495.jpg,468,625,short sleeve top,short sleeve top,5,summer,casual
user_96,009496,009496.jpg,468,626,short sleeve top,short sleeve top,5,summer,casual
user_96,009496,009496.jpg,468,626,vest dress,vest dress,5,summer,casual
user_97,009497,009497.jpg,468,623,short sleeve top,short sleeve top,5,summer,casual
user_97,009497,009497.jpg,468,623,vest dress,vest dress,5,summer,casual
user_98,009498,009498.jpg,468,631,vest dress,vest dress,5,summer,casual
user_98,009498,009498.jpg,468,631,short sleeve top,short sleeve top,5,summer,casual
user_99,009499,009499.jpg,468,642,vest dress,vest dress,5,summer,casual
user_99,009499,009499.jpg,468,642,short sleeve top,short sleeve top,5,summer,casual
user_0,009500,009500.jpg,468,625,short sleeve top,short sleeve top,5,summer,casual
user_0,009500,009500.jpg,468,625,vest dress,vest dress,5,summer,casual
user_1,009501,009501.jpg,468,622,vest dress,vest dress,5,summer,casual
user_1,009501,009501.jpg,468,622,short sleeve top,short sleeve top,5,summer,casual
user_2,009502,009502.jpg,361,639,short sleeve top,short sleeve top,5,summer,casual
user_2,009502,009502.jpg,361,639,vest dress,vest dress,5,summer,casual
user_3,009503,009503.jpg,300,400,skirt,skirt,5,summer,casual
user_3,009503,009503.jpg,300,400,short sleeve top,short sleeve top,5,summer,casual
user_4,009504,009504.jpg,468,623,skirt,skirt,5,summer,casual
user_4,009504,009504.jpg,468,623,long sleeve top,long sleeve top,5,summer,casual
user_5,009505,009505.jpg,468,624,skirt,skirt,5,summer,casual
user_5,009505,009505.jpg,468,624,long sleeve top,long sleeve top,5,summer,casual
user_6,009506,009506.jpg,468,624,long sleeve outwear,long sleeve outwear,5,summer,casual
user_6,009506,009506.jpg,468,624,skirt,skirt,5,summer,casual
user_7,009507,009507.jpg,351,468,skirt,skirt,5,summer,casual
user_8,009508,009508.jpg,468,624,long sleeve outwear,long sleeve outwear,5,summer,casual
user_8,009508,009508.jpg,468,624,skirt,skirt,5,summer,casual
user_9,009509,009509.jpg,468,648,skirt,skirt,5,summer,casual
user_9,009509,009509.jpg,468,648,long sleeve top,long sleeve top,5,summer,casual
user_10,009510,009510.jpg,468,624,skirt,skirt,5,summer,casual
user_10,009510,009510.jpg,468,624,long sleeve top,long sleeve top,5,summer,casual
user_11,009511,009511.jpg,468,624,skirt,skirt,5,summer,casual
user_12,009512,009512.jpg,351,468,skirt,skirt,5,summer,casual
user_12,009512,009512.jpg,351,468,long sleeve top,long sleeve top,5,summer,casual
user_13,009513,009513.jpg,468,780,long sleeve outwear,long sleeve outwear,5,summer,casual
user_13,009513,009513.jpg,468,780,skirt,skirt,5,summer,casual
user_14,009514,009514.jpg,468,351,skirt,skirt,5,summer,casual
user_14,009514,009514.jpg,468,351,long sleeve top,long sleeve top,5,summer,casual
user_15,009515,009515.jpg,468,624,skirt,skirt,5,summer,casual
user_16,009516,009516.jpg,468,624,skirt,skirt,5,summer,casual
user_17,009517,009517.jpg,468,780,skirt,skirt,5,summer,casual
user_17,009517,009517.jpg,468,780,long sleeve outwear,long sleeve outwear,5,summer,casual
user_18,009518,009518.jpg,351,468,skirt,skirt,5,summer,casual
user_19,009519,009519.jpg,468,624,vest,vest,5,summer,casual
user_19,009519,009519.jpg,468,624,skirt,skirt,5,summer,casual
user_20,009520,009520.jpg,468,346,skirt,skirt,5,summer,casual
user_20,009520,009520.jpg,468,346,short sleeve top,short sleeve top,5,summer,casual
user_21,009521,009521.jpg,468,346,trousers,trousers,5,summer,casual
user_21,009521,009521.jpg,468,346,skirt,skirt,5,summer,casual
user_21,009521,009521.jpg,468,346,short sleeve top,short sleeve top,5,summer,casual
user_22,009522,009522.jpg,468,830,skirt,skirt,5,summer,casual
user_22,009522,009522.jpg,468,830,long sleeve top,long sleeve top,5,summer,casual
user_22,009522,009522.jpg,468,830,trousers,trousers,5,summer,casual
user_23,009523,009523.jpg,468,830,skirt,skirt,5,summer,casual
user_23,009523,009523.jpg,468,830,long sleeve top,long sleeve top,5,summer,casual
user_23,009523,009523.jpg,468,830,trousers,trousers,5,summer,casual
user_24,009524,009524.jpg,468,346,trousers,trousers,5,summer,casual
user_24,009524,009524.jpg,468,346,skirt,skirt,5,summer,casual
user_25,009525,009525.jpg,468,835,skirt,skirt,5,summer,casual
user_26,009526,009526.jpg,468,830,skirt,skirt,5,summer,casual
user_26,009526,009526.jpg,468,830,long sleeve top,long sleeve top,5,summer,casual
user_26,009526,009526.jpg,468,830,trousers,trousers,5,summer,casual
user_27,009527,009527.jpg,360,640,vest dress,vest dress,5,summer,casual
user_28,009528,009528.jpg,360,640,vest dress,vest dress,5,summer,casual
user_29,009529,009529.jpg,360,640,vest dress,vest dress,5,summer,casual
user_30,009530,009530.jpg,360,640,vest dress,vest dress,5,summer,casual
user_31,009531,009531.jpg,360,640,vest dress,vest dress,5,summer,casual
user_32,009532,009532.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_33,009533,009533.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_34,009534,009534.jpg,468,325,shorts,shorts,5,summer,casual
user_35,009535,009535.jpg,468,623,shorts,shorts,5,summer,casual
user_35,009535,009535.jpg,468,623,shorts,shorts,5,summer,casual
user_35,009535,009535.jpg,468,623,short sleeve top,short sleeve top,5,summer,casual
user_36,009536,009536.jpg,400,299,shorts,shorts,5,summer,casual
user_37,009537,009537.jpg,468,351,shorts,shorts,5,summer,casual
user_37,009537,009537.jpg,468,351,shorts,shorts,5,summer,casual
user_38,009538,009538.jpg,468,571,vest dress,vest dress,5,summer,casual
user_39,009539,009539.jpg,468,625,short sleeve top,short sleeve top,5,summer,casual
user_40,009540,009540.jpg,280,468,shorts,shorts,5,summer,casual
user_41,009541,009541.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_42,009542,009542.jpg,468,832,skirt,skirt,5,summer,casual
user_42,009542,009542.jpg,468,832,short sleeve top,short sleeve top,5,summer,casual
user_43,009543,009543.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_44,009544,009544.jpg,468,832,skirt,skirt,5,summer,casual
user_44,009544,009544.jpg,468,832,short sleeve top,short sleeve top,5,summer,casual
user_45,009545,009545.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_46,009546,009546.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_47,009547,009547.jpg,263,468,short sleeve top,short sleeve top,5,summer,casual
user_48,009548,009548.jpg,468,832,skirt,skirt,5,summer,casual
user_48,009548,009548.jpg,468,832,short sleeve top,short sleeve top,5,summer,casual
user_49,009549,009549.jpg,468,702,skirt,skirt,5,summer,casual
user_49,009549,009549.jpg,468,702,short sleeve top,short sleeve top,5,summer,casual
user_50,009550,009550.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_51,009551,009551.jpg,468,624,long sleeve dress,long sleeve dress,5,summer,casual
user_52,009552,009552.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_52,009552,009552.jpg,468,624,vest,vest,5,summer,casual
user_52,009552,009552.jpg,468,624,skirt,skirt,5,summer,casual
user_53,009553,009553.jpg,468,624,shorts,shorts,5,summer,casual
user_53,009553,009553.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_54,009554,009554.jpg,468,624,shorts,shorts,5,summer,casual
user_54,009554,009554.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_55,009555,009555.jpg,468,625,short sleeve top,short sleeve top,5,summer,casual
user_56,009556,009556.jpg,468,624,shorts,shorts,5,summer,casual
user_56,009556,009556.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_57,009557,009557.jpg,468,624,shorts,shorts,5,summer,casual
user_57,009557,009557.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_58,009558,009558.jpg,468,624,shorts,shorts,5,summer,casual
user_58,009558,009558.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_59,009559,009559.jpg,468,830,shorts,shorts,5,summer,casual
user_59,009559,009559.jpg,468,830,short sleeve top,short sleeve top,5,summer,casual
user_60,009560,009560.jpg,468,624,shorts,shorts,5,summer,casual
user_60,009560,009560.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_61,009561,009561.jpg,468,624,shorts,shorts,5,summer,casual
user_61,009561,009561.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_62,009562,009562.jpg,468,624,shorts,shorts,5,summer,casual
user_62,009562,009562.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_63,009563,009563.jpg,468,624,shorts,shorts,5,summer,casual
user_63,009563,009563.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_64,009564,009564.jpg,468,625,trousers,trousers,5,summer,casual
user_64,009564,009564.jpg,468,625,short sleeve dress,short sleeve dress,5,summer,casual
user_65,009565,009565.jpg,468,624,short sleeve dress,short sleeve dress,5,summer,casual
user_66,009566,009566.jpg,468,624,short sleeve dress,short sleeve dress,5,summer,casual
user_67,009567,009567.jpg,468,624,short sleeve dress,short sleeve dress,5,summer,casual
user_68,009568,009568.jpg,468,658,skirt,skirt,5,summer,casual
user_68,009568,009568.jpg,468,658,short sleeve top,short sleeve top,5,summer,casual
user_69,009569,009569.jpg,468,468,skirt,skirt,5,summer,casual
user_69,009569,009569.jpg,468,468,short sleeve top,short sleeve top,5,summer,casual
user_70,009570,009570.jpg,468,314,shorts,shorts,5,summer,casual
user_71,009571,009571.jpg,468,658,trousers,trousers,5,summer,casual
user_71,009571,009571.jpg,468,658,long sleeve dress,long sleeve dress,5,summer,casual
user_72,009572,009572.jpg,468,662,trousers,trousers,5,summer,casual
user_72,009572,009572.jpg,468,662,long sleeve dress,long sleeve dress,5,summer,casual
user_73,009573,009573.jpg,468,624,trousers,trousers,5,summer,casual
user_74,009574,009574.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_74,009574,009574.jpg,468,624,trousers,trousers,5,summer,casual
user_75,009575,009575.jpg,468,702,long sleeve top,long sleeve top,5,summer,casual
user_75,009575,009575.jpg,468,702,trousers,trousers,5,summer,casual
user_76,009576,009576.jpg,468,832,trousers,trousers,5,summer,casual
user_77,009577,009577.jpg,468,624,trousers,trousers,5,summer,casual
user_78,009578,009578.jpg,468,831,trousers,trousers,5,summer,casual
user_79,009579,009579.jpg,468,624,short sleeve top,short sleeve top,5,summer,casual
user_79,009579,009579.jpg,468,624,trousers,trousers,5,summer,casual
